strain_name,mating_type,strain_num,concentration,media,FSC.A_mean_all_mean,FSC.A_mean_lowerquant_mean,FSC.A_mean_upperquant_mean,FSC.A_mean_all_corr_mean,FSC.A_mean_upperquant_corr_mean,FSC.A_mean_all_sd,FSC.A_mean_lowerquant_sd,FSC.A_mean_upperquant_sd,FSC.A_mean_all_corr_sd,FSC.A_mean_upperquant_corr_sd,FSC.A_mean_all_se,FSC.A_mean_lowerquant_se,FSC.A_mean_upperquant_se,FSC.A_mean_all_corr_se,FSC.A_mean_upperquant_corr_se
322134S,diploid,SGRP-16,0.2,Sucrose,43457.61691931966,11043.745505696616,126173.89332812499,3.9452195214594563,11.440957150249993,2210.9245023549493,839.7268841026379,6287.249385814197,0.26257984401481177,0.3262763265619982,1276.4778565925694,484.81654258242366,3629.945125362136,0.15160054362572153,0.1883757249707719
322134S,haploid_mat_a,SGRP-17,0.2,Sucrose,34410.04040167643,12848.670326009114,116901.489921875,2.6906395049803224,9.167245775130189,4464.403511887629,734.131817627958,23716.945366869113,0.43578741948773486,2.184287552821781,2577.5245693594334,423.8512025281708,13692.98479191753,0.2516019839506961,1.2610990066092043
322134S,haploid_mat_alpha,SGRP-18,0.2,Sucrose,56637.20492156575,10452.782536159966,200956.64581510416,5.433185821995349,19.2869693458369,2777.162776107305,846.9091652856475,4550.217904954551,0.35627888517094025,1.1707564608366647,1603.395676368961,488.9632345568299,2627.0695322969655,0.20569771026002212,0.675936557819542
L_1374,diploid,SGRP-19,0.2,Sucrose,9729.424628214518,4515.611750567954,22533.497078207274,2.158195456464758,4.997793335206727,1077.2457963488287,535.607779972757,3385.7701998314933,0.12516511355682125,0.5926234553289849,621.9481505053891,309.23329594732917,1954.7753362869257,0.07226411200518083,0.34215131146227556
273614N,haploid_mat_a,SGRP-2,0.2,Sucrose,30110.489468961587,7873.298897623698,71010.03491145834,3.8230725503824172,9.01304937601964,1561.7321460102285,266.21514770986374,4615.11579667144,0.08858394010798579,0.29221019851677976,901.6664749010973,153.69938719264582,2664.53834754955,0.051143961667223285,0.16870763677361678
L_1374,haploid_mat_a,SGRP-20,0.2,Sucrose,12996.208539274088,5174.365132324218,45468.574816406246,2.5121852013535606,8.775352968776858,1408.6375797779324,371.64685926687486,6590.901368286654,0.22406254297844982,0.990616234025549,813.2772858754123,214.57041424120916,3805.258679182573,0.1293625695039201,0.5719325493782641
L_1374,haploid_mat_alpha,SGRP-21,0.2,Sucrose,12671.51277117513,5072.0330696999945,43833.53075520833,2.503394547464045,8.649993209006517,735.4669667792363,403.1059844443054,3592.6982288628897,0.14535529377089587,0.4923861023760069,424.6220512500696,232.73334863086885,2074.245289551081,0.08392091798676386,0.2842792487520182
L_1528,diploid,SGRP-22,0.2,Sucrose,10885.506719970703,5665.342696906642,23841.20466298903,1.9243112776888531,4.209882941997059,769.3995259044549,492.17102155784744,2408.883340714133,0.09065371292738017,0.2722603091444792,444.2130233953075,284.15507178375634,1390.7694452077096,0.052338945561662,0.1571895627742158
L_1528,haploid_mat_a,SGRP-23,0.2,Sucrose,18093.124857698567,5164.451835121424,63212.05321484375,3.5035865588393067,12.224608854084675,1757.2942889127048,364.40347467519416,6864.8120102472285,0.2447062131519908,0.6622938817667517,1014.5743307491422,210.38844419735833,3963.4010620524136,0.14128119803567582,0.3823755509206763
L_1528,haploid_mat_alpha,SGRP-24,0.2,Sucrose,17329.705545979818,5118.65306635622,58176.52341666666,3.3886681338476796,11.358900182233128,1245.2794707173816,383.6376259967596,5442.80898344874,0.16667686469247314,0.4019847068151117,718.962437634995,221.49328664049813,3142.4072317418436,0.0962309326978822,0.23208597868981756
NCYC 110,diploid,SGRP-25,0.2,Sucrose,18249.146452246096,8088.049799153646,40904.524873046874,2.253209916574489,5.050275942812723,1767.995873443741,517.283218013696,4054.7795574226266,0.07449176640696614,0.18079980926855882,1020.7528934588914,298.65360516748325,2341.0280689825454,0.04300784138747263,0.10438481855063543
NCYC 110,haploid_mat_a,SGRP-26,0.2,Sucrose,53492.70020532227,7064.017015462239,161686.90757552083,7.583797717058737,22.999513857364576,3561.6817081788045,626.0762497834736,9778.099763960567,0.23728782195212766,2.3858908958209644,2056.337892984799,361.4652913457199,5645.38853088565,0.1369981878794809,1.3774947509593112
NCYC 110,haploid_mat_alpha,SGRP-27,0.2,Sucrose,18534.3498953125,5555.447306308763,64360.37405078125,3.3343843477117523,11.5774719298412,1828.0856024920113,377.15654777102276,6068.909540951279,0.1981738992513231,0.5556572195275654,1055.445714700442,217.75143438222995,3503.8865571557094,0.11441575407910917,0.3208088452713989
SK1,diploid,SGRP-28,0.2,Sucrose,13358.80309897461,6303.944817220052,32335.177053059895,2.0517017861807103,4.893161305093308,6218.52875047017,1297.1085442785043,18721.15366833422,0.5180122098011463,1.789210597923486,3590.26924804738,748.8859672073581,10808.663109953113,0.2990744887722047,1.033001220348056
SK1,haploid_mat_a,SGRP-29,0.2,Sucrose,32978.86723307292,5115.882537610014,128089.47802473958,6.425447034324947,24.984012061182877,4631.787121193664,322.337166551831,19095.264275604197,0.5047349922636978,2.603052185811835,2674.1635412502037,186.10144987852087,11024.655969767127,0.2914088836528696,1.5028728801931068
273614N,haploid_mat_alpha,SGRP-3,0.2,Sucrose,25347.323423535156,6963.416678059896,65095.65157942708,3.636904750075633,9.33826660407169,1844.3490284754978,260.7718990499611,5219.46363935505,0.13430039539720862,0.4081753042950101,1064.8354080699535,150.55672611358497,3013.458737207102,0.07753836943485158,0.2356601218112815
SK1,haploid_mat_alpha,SGRP-30,0.2,Sucrose,87760.082603125,12361.357954101562,231537.41163541668,8.694097038338741,22.019739868682347,23223.098062412206,4989.794654296602,27936.312836441215,6.206836460180676,12.602674590417022,13407.861917750764,2880.859286859099,16129.037736284934,3.5835187011012972,7.276157567286525
378604X,diploid,SGRP-31,0.2,Sucrose,11019.495946818033,5027.714827679807,22249.12994889323,2.1984606668781854,4.435868878455192,1878.8348774552692,953.3406830602756,4549.950927636674,0.10769870680501761,0.5161858701899601,1084.7458222616572,550.4114999942718,2626.9153928706214,0.062179877365251504,0.2980200511060547
378604X,haploid_mat_a,SGRP-32,0.2,Sucrose,13641.875390527344,6660.457241846858,27388.6737734375,2.0477885187847367,4.109152767090251,768.068922039827,224.2584778360451,2347.516984431226,0.07804719376611814,0.2637565606375884,443.44479889587984,129.47569254669637,1355.339562888587,0.04506056833036319,0.15227992128464152
378604X,haploid_mat_alpha,SGRP-33,0.2,Sucrose,10537.871078645832,5252.632109537761,21688.670892252605,2.003830145192537,4.122221688838658,1031.9259949445425,372.50709264285763,2458.968994578007,0.06400721642867148,0.2274803141879673,595.7827509650041,215.06707021239873,1419.6864109485557,0.036954583635172115,0.13133582063176358
UWOPS05-217.3,diploid,SGRP-34,0.2,Sucrose,10920.608388151042,5890.17996719965,24748.19240625,1.856803143935633,4.20611491875782,833.4032205547621,580.1453075919122,2128.335834350254,0.04215287079136692,0.11059115561441517,481.16557373079297,334.9470495072888,1228.795266888046,0.024336971298511204,0.0638498334639744
UWOPS05-217.3,haploid_mat_a,SGRP-35,0.2,Sucrose,9197.518546386718,4393.464317871094,26697.45200260417,2.101048822949343,6.095000811545669,471.5589818794886,454.57957446677204,1895.3380088580595,0.11527940221758701,0.376095794161493,272.2547051269086,262.4516396864964,1094.27390961953,0.066556593902343,0.2171390080002241
UWOPS05-217.3,haploid_mat_alpha,SGRP-36,0.2,Sucrose,8763.723585270182,4514.973006217921,19884.888635742187,1.9421904092706632,4.39859357072335,851.2290048789336,459.6534564064417,3079.4110241432772,0.05576028400222161,0.42927751781840723,491.4572951088696,265.381046790201,1777.8987837346224,0.03219321497877263,0.2478434904695118
S288c,diploid,SGRP-37,0.2,Sucrose,11557.756282763672,5832.739739908854,22948.22562396978,1.9797292447387287,3.9220730605082266,1440.1725048009425,645.831726740134,3509.844353386626,0.03505293139421748,0.16842269547440422,831.4839833263218,372.8711212846172,2026.4095822414567,0.02023781937633695,0.09723888856978964
S288c,haploid_mat_a,SGRP-38,0.2,Sucrose,12819.466117325846,6244.592161766375,25275.30942122396,2.0521967540342354,4.042785192554171,1618.726821676378,760.0701947919731,3473.4946962198696,0.011135773571843957,0.1082817788702677,934.5723662393242,438.826731566157,2005.4230978912792,0.00642924186933883,0.06251651417908059
S288c,haploid_mat_alpha,SGRP-39,0.2,Sucrose,10434.049805981445,5397.5995666818535,20954.196239898458,1.9158244027845608,3.8630633082314243,3423.2319073379485,1479.8156230692834,6392.369184320165,0.09561480292572154,0.20229175841311134,1976.4038632000807,854.3719483300646,3690.636069326716,0.05520323220767835,0.11679320117465258
BC187,diploid,SGRP-4,0.2,Sucrose,10751.784805973308,5510.381795814618,23688.04114095052,1.9507850464394165,4.293354572995884,738.1090596734978,309.16411375450775,2590.4052722942292,0.06352962648741174,0.3147115376242851,426.1474642937955,178.49598429993713,1495.5711812692991,0.03667884695402355,0.18169879096446206
UWOPS83-787.3,diploid,SGRP-40,0.2,Sucrose,15563.73305616862,7885.76918620377,33251.509905598956,1.9742067838518005,4.21820010306845,773.876470722117,62.47842871890288,2071.1496683202477,0.1122621549301266,0.29464536823303916,446.79778869093184,36.07193763940343,1195.7788185366992,0.06481458536871607,0.17011358266482157
UWOPS83-787.3,haploid_mat_a,SGRP-41,0.2,Sucrose,14570.688317626953,6433.278094209176,42611.39091861979,2.2605669488940516,6.597955993851504,1570.8650572630272,281.22779325201356,7718.106148009527,0.1494923814699505,0.9458855836619121,906.9393636713856,162.36694213765446,4456.0506621874065,0.08630946668347415,0.5461072963497913
UWOPS83-787.3,haploid_mat_alpha,SGRP-42,0.2,Sucrose,18679.90734601237,5791.809256664559,65535.968244791664,3.220003655994655,11.296140928624707,2109.777782040744,387.4679932895968,7257.005534131535,0.1863235690835553,0.5695176300400518,1218.0807703915152,223.70475022811283,4189.834098641446,0.1075739627667625,0.32881115701186164
UWOPS87-2421,diploid,SGRP-43,0.2,Sucrose,10703.626536425782,5499.441282063802,23470.368952003544,1.9532799873339817,4.280998889705527,693.0333177389512,586.7373825771396,2031.3836594249747,0.11949711546133662,0.3222089146313704,400.12297255396294,338.752985774528,1172.8199025964163,0.0689916917789865,0.18602740359771885
UWOPS87-2421,haploid_mat_a,SGRP-44,0.2,Sucrose,17901.228499625653,5052.448936815138,62793.72467317709,3.542353606243914,12.414549278976173,1799.741607970658,288.42862617281685,6808.420379511095,0.28380483438739623,0.8818115567937237,1039.0813018336294,166.52434496286975,3930.843338866865,0.1638547975308804,0.5091141396893794
UWOPS87-2421,haploid_mat_alpha,SGRP-45,0.2,Sucrose,17621.338273925783,5024.864060743944,59678.605068984405,3.510141511744817,11.870452548302936,831.510309255194,325.32308736386966,4862.347943298049,0.10366083549653296,0.31992121540224056,480.07270088243524,187.8253720631303,2807.277893956752,0.05984861127834482,0.18470659983195584
Y12,diploid,SGRP-46,0.2,Sucrose,8701.465774316406,4185.853127115885,18821.54557682292,2.0870409828690164,4.532240239817405,476.79282724183264,423.66968831917194,1682.2168890037083,0.13660730423672887,0.640684857107041,275.2764671557548,244.60580859855878,971.2283737016259,0.07887026387434452,0.36989957471646706
Y12,haploid_mat_a,SGRP-47,0.2,Sucrose,14509.18404186198,5018.805426128234,38222.31837434896,2.893314834072944,7.676714775645305,1408.4091584454968,512.066961499946,1161.0764700008003,0.11365021904957291,0.9187139850656633,813.1454067576419,295.6419980651076,670.3478125047026,0.06561598456173086,0.5304197665859346
Y12,haploid_mat_alpha,SGRP-48,0.2,Sucrose,14748.356230403646,4807.362416341146,41770.59556575521,3.0665546297520625,8.684894595864563,1792.17821277353,108.97386403347686,6077.107982361174,0.3446634452331726,1.1908343307545997,1034.71457358058,62.91608973436154,3508.6199295106476,0.19899153288519605,0.687528521421416
Y55,diploid,SGRP-49,0.2,Sucrose,9455.593495019531,5416.91202734375,16233.969599934895,1.7469691461675252,3.002721474203846,366.5209231764788,318.57762227593304,153.3915031418787,0.03750784912262211,0.14869281857996758,211.61095365957019,183.93087597880086,88.560625630365,0.021655166787669745,0.08584783883370847
BC187,haploid_mat_a,SGRP-5,0.2,Sucrose,19120.053513476563,6177.353611942907,54675.39379427083,3.1304009731354694,8.942914132329198,3714.654377380065,464.80477421504963,10184.67597575769,0.7751935834913363,2.1088454146487075,2144.656704726802,268.35516151368216,5880.125416212817,0.44755822410279367,1.2175424678267392
Y55,haploid_mat_a,SGRP-50,0.2,Sucrose,13964.418336401368,4754.206730494818,41965.48039778646,2.853211471142557,8.759023766655172,6459.12326854882,726.2397638917355,11247.18958552875,0.8664564800255696,1.40882780757152,3729.1765578256372,419.29472317910376,6493.567934831779,0.5002488819838583,0.8133871139432474
Y55,haploid_mat_alpha,SGRP-51,0.2,Sucrose,10731.063994645183,4697.0809071197355,38430.85062304688,2.2876298882790067,8.18782820961102,969.371990958371,234.55663660407205,5651.4978947892705,0.22792950493551262,1.207369966473633,559.667179924699,135.42133728357425,3262.893830881189,0.13159516103077634,0.6970753751550215
YIIc17_E5,diploid,SGRP-52,0.2,Sucrose,13789.514392903646,7894.940895161967,27020.77421158854,1.7458708924031894,3.4055509352050892,2270.527455695024,1257.7467940282177,5654.193883882429,0.023429897611888035,0.16052442439888803,1310.8896377479582,726.1604501045803,3264.450360909856,0.013527257693308927,0.09267881963820775
YIIc17_E5,haploid_mat_a,SGRP-53,0.2,Sucrose,17358.533902278647,8342.755360026042,48565.58753776042,2.082494048208865,5.8210749911432895,2357.2952685368427,928.5165667933975,9296.118578808102,0.1815665668386718,0.8536714559141544,1360.9850578491773,536.0792897851952,5367.116563893539,0.10482750624014335,0.49286744487153683
YIIc17_E5,haploid_mat_alpha,SGRP-54,0.2,Sucrose,13451.352098030598,6400.956080891927,36314.877720052085,2.0961809100748328,5.6420785641991396,1744.2996151026466,457.32594630429594,7309.721092908152,0.12611468845545865,0.7393299261662925,1007.0718523268737,264.03725820618564,4220.269440691607,0.07281234932852484,0.4268523318920551
YJM975,diploid,SGRP-55,0.2,Sucrose,11735.61188453776,6290.472123860677,23422.56387890625,1.865711999346653,3.7252582462302484,253.2142933314389,154.06092743547447,195.78734571129627,0.008181885959281241,0.11059289365195996,146.19334041756713,88.94711792647459,113.03787675033922,0.004723814061069844,0.06385083692041874
YJM975,haploid_mat_a,SGRP-56,0.2,Sucrose,11729.619262239583,5346.635630208333,38542.195355345175,2.1935613165721226,7.202684588689182,888.5492375953622,327.9568183763079,4991.196722728886,0.08250562686643792,0.710994122258834,513.0041415139192,189.3459573721346,2881.6687714459003,0.04763464588099676,0.4104926478783795
YJM975,haploid_mat_alpha,SGRP-57,0.2,Sucrose,12044.944378822265,5346.512388776562,40051.89565864583,2.2487439486652816,7.469968473582046,1448.5033755724253,340.7857273810842,6735.038970720329,0.14893037599538816,0.8961788380549677,836.2938138088214,196.7527314394514,3888.4765627480024,0.08598499267144954,0.5174090933930816
YJM978,diploid,SGRP-58,0.2,Sucrose,11283.139084716797,5250.050572753907,30872.139896484372,2.1559371523355715,5.901445150362157,1108.177505906954,625.4379174945433,3904.368907605124,0.13725482679985704,0.6144744391772952,639.806581345268,361.0967500268735,2254.188439821424,0.07924411120047292,0.3547669828691557
YJM978,haploid_mat_a,SGRP-59,0.2,Sucrose,13307.974124121094,5554.185707519531,49058.394736979164,2.4012881385239986,8.904432579344682,1325.075951332016,490.36278788856214,9459.18640249516,0.22422825068456603,1.9799593752276738,765.0329571982389,283.11108758803675,5461.263815795428,0.1294582408926531,1.143130078272221
BC187,haploid_mat_alpha,SGRP-6,0.2,Sucrose,20444.65498873698,5691.746320345344,57717.58543880208,3.590365222275702,10.13329459119563,1650.9796231173145,243.25006210486518,5135.085349685575,0.21275264854625864,0.648370863721795,953.1935298333685,140.44048883663712,2964.7429089526704,0.12283279890898828,0.3743370927044885
YJM978,haploid_mat_alpha,SGRP-60,0.2,Sucrose,14019.85640595703,5230.651793491339,55790.662380208334,2.681625744787146,10.667708844287159,1430.2499583123497,394.56862150619435,6565.717469216872,0.21312474562324069,0.9989738450098167,825.7551984400861,227.80429984038088,3790.7187482753898,0.12304762925654854,0.5767578183298132
YJM981,diploid,SGRP-61,0.2,Sucrose,14324.20129008789,7954.148687825521,28533.999705078124,1.8148485435972126,3.6242556492805424,1104.4340146683405,1152.170986362455,1697.5842733525335,0.15422444123157558,0.4053925423062118,637.6452756709456,665.2062291288402,980.1007371921605,0.08904152266066978,0.23405349342795814
YJM981,haploid_mat_a,SGRP-62,0.2,Sucrose,19801.058465494792,6571.683132324219,69294.20881770834,3.013637765250434,10.529939957151154,1810.5570329811771,485.0531597317817,8622.917172443065,0.18756359233329326,0.8411876552448977,1045.3255903748527,280.0455723424227,4978.443550709851,0.1082898905238001,0.4856599191946318
YJM981,haploid_mat_alpha,SGRP-63,0.2,Sucrose,19173.20769423828,6493.807462531121,64445.135332031256,2.952712755662401,9.935401121460828,1749.023393391258,533.2027793940977,5831.998770761913,0.11997947517966244,0.705409832835018,1009.7991269933956,307.84476821583894,3367.1060602129573,0.06927018229220813,0.4072685568763066
